Experiment,Optimizer,Learning_Rate,Batch_Size,Accuracy,Precision,Recall,F1,Execution_Time,Fold_Number
31,SGD,0.001,32,0.9809523809523809,0.9770219198790626,0.9787041483259971,0.9772744425208602,1334.5054726600647,1
7,Adam,0.1,32,0.430952380952381,0.4246900647553013,0.48421723303858666,0.41991127368278813,1407.836079120636,2
24,Adam,0.01,32,0.7428571428571429,0.7412420819368816,0.7388140720921201,0.7349128453414755,1415.3689653873444,4
3,SGD,0.1,32,0.9428571428571428,0.9456837170191209,0.939663558216975,0.9417484423173803,1446.4918072223663,3
16,SGD,0.01,32,0.9785714285714285,0.9746787603930461,0.9793978995106815,0.9744852775444011,1428.413073539734,1
9,Adam,0.1,32,0.5642857142857143,0.5694694076407631,0.5896230099417895,0.5500693753047176,1416.9124631881714,4
26,AdamW,0.01,32,0.7047619047619048,0.6921345469147199,0.706940650457768,0.6755648535350481,1434.0108087062836,1
18,SGD,0.01,32,0.9714285714285714,0.9706695288838146,0.969344061735366,0.9676249467323783,1447.3233716487885,3
25,Adam,0.01,32,0.7214285714285714,0.737573394635343,0.742061647715757,0.7305891613028236,1013.9651379585266,5
34,SGD,0.001,32,0.9714285714285714,0.9724013979768455,0.9728862407433836,0.9721019019269864,1023.5209658145905,4
37,Adam,0.001,32,0.9666666666666667,0.968567821067821,0.9648332731039498,0.964949443953599,1534.3957827091217,2
40,Adam,0.001,32,0.9476190476190476,0.9499836926580417,0.9510525634170254,0.9488791878745169,1099.8439021110535,5
2,SGD,0.1,32,0.9357142857142857,0.9374323163608878,0.9327167289214903,0.9335863677020778,1394.2048575878143,2
42,AdamW,0.001,32,0.930952380952381,0.9233457019171305,0.932631214879114,0.9263275828276466,1202.013163805008,2
21,Adam,0.01,32,0.6738095238095239,0.6643154954627369,0.6918158515804549,0.6533157410214685,1418.9680569171906,1
19,SGD,0.01,32,0.9785714285714285,0.9797634732417341,0.9809647142980477,0.9801536286601191,1553.3728852272034,4
44,AdamW,0.001,32,0.9595238095238096,0.9608899554551729,0.960565611775721,0.9596710083161044,1222.9703085422516,4
20,SGD,0.01,32,0.9714285714285714,0.9741541785796444,0.9707210160258541,0.9713757714481472,1722.050255060196,5
15,AdamW,0.1,32,0.30714285714285716,0.34721463311225764,0.3828596388860902,0.30161886489985745,1489.5261843204498,5
10,Adam,0.1,32,0.6,0.6146510301413864,0.6307498475532852,0.6128943590113658,1315.2760698795319,5
27,AdamW,0.01,32,0.8142857142857143,0.80777919195323,0.8366839770378989,0.8081539261766992,1409.706913948059,2
38,Adam,0.001,32,0.9595238095238096,0.9628703899045513,0.9627694201223613,0.9613999403092929,2027.2174942493439,3
6,Adam,0.1,32,0.6238095238095238,0.6182796124992569,0.6438544483738993,0.6075743232271518,2094.3768599033356,1
30,AdamW,0.01,32,0.6857142857142857,0.7054087347056182,0.7223057454950526,0.6947476044234471,1539.829641342163,5
17,SGD,0.01,32,0.9761904761904762,0.9768396550539407,0.9765176670555036,0.9761503506491725,1616.4518990516663,2
39,Adam,0.001,32,0.9523809523809523,0.9548759188933954,0.9642691270747211,0.957714004769376,1619.4251832962036,4
11,AdamW,0.1,32,0.44285714285714284,0.44034314135550284,0.4822984998224568,0.4162966627234789,2298.7353897094727,1
13,AdamW,0.1,32,0.36904761904761907,0.3606084535432362,0.5332770951388058,0.34399471553091515,1422.5482885837555,3
35,SGD,0.001,32,0.9595238095238096,0.9623982171900881,0.9611761569100569,0.9601612359034016,1643.2674324512482,5
28,AdamW,0.01,32,0.7571428571428571,0.7521639075548465,0.7936906722846343,0.7468053282964439,1648.3052337169647,3
52,Adam,1e-05,16,0.9714285714285714,0.9698867931010788,0.9701715195136248,0.9692123247932323,470.93656063079834,2
47,SGD,1e-05,16,0.7952380952380952,0.7932687317351184,0.8177750122391139,0.7833932373359567,512.4315264225006,2
50,SGD,1e-05,16,0.7666666666666667,0.7858548934447921,0.7817343146900763,0.7560171468308374,515.7080590724945,5
51,Adam,1e-05,16,0.9809523809523809,0.977910052910053,0.9770697167755991,0.9773595881655833,533.4578816890717,1
46,SGD,1e-05,16,0.780952380952381,0.7813066093299926,0.8167505357068237,0.7696934690603395,534.9388589859009,1
45,AdamW,0.0001,16,0.969047619047619,0.9699094397484394,0.9701172574292874,0.9695090958667003,535.6484756469727,5
48,SGD,1e-05,16,0.7642857142857142,0.7869903350347267,0.7916673143789849,0.7522812932705654,633.5376307964325,3
49,SGD,1e-05,16,0.7690476190476191,0.7776045089386947,0.7891978624223833,0.7580940455901198,645.0982694625854,4
5,SGD,0.01,16,0.9857142857142858,0.9866680085882984,0.9869958988380041,0.986232143341232,526.7618081569672,5
53,Adam,1e-05,16,0.9738095238095238,0.9753283621140764,0.9739482969296633,0.9743156526778675,740.7924280166626,3
12,AdamW,0.01,16,0.7309523809523809,0.7204069540274022,0.7357594614339418,0.7173315976154093,885.1544969081879,2
40,Adam,0.0001,16,0.9238095238095239,0.9274709639921584,0.9545633581413439,0.9313606136002468,889.6841523647308,5
60,AdamW,1e-05,16,0.9642857142857143,0.9673332456976349,0.9679717813051146,0.9662135633615666,879.6505551338196,5
42,AdamW,0.0001,16,0.9880952380952381,0.9879209658344996,0.988835725677831,0.9881882983908492,895.3031008243561,2
43,AdamW,0.0001,16,0.9619047619047619,0.9672383568812141,0.9655359180709321,0.9652996256125155,891.8268411159515,3
39,Adam,0.0001,16,0.9714285714285714,0.969886427708252,0.9724668154481819,0.9701221046085787,900.108437538147,4
37,Adam,0.0001,16,0.9619047619047619,0.9614383632240775,0.9616825683776147,0.9587741401068927,905.0529265403748,2
55,Adam,1e-05,16,0.9571428571428572,0.9628567046786507,0.9607616501978364,0.9595104153534693,901.4725172519684,5
44,AdamW,0.0001,16,0.9761904761904762,0.9767692452475061,0.977053413958176,0.9760912479882464,911.0946190357208,4
33,SGD,0.0001,16,0.9666666666666667,0.9677328192856142,0.9691254799950454,0.9674882038797524,915.3152313232422,3
59,AdamW,1e-05,16,0.9785714285714285,0.9799205057517077,0.9817989417989418,0.9803732197855805,905.9815468788147,4
32,SGD,0.0001,16,0.9761904761904762,0.9747138047138048,0.9747214955438828,0.9742804488547037,910.0670108795166,2
41,AdamW,0.0001,16,0.9666666666666667,0.9634817563388991,0.9680725623582767,0.9637458953513283,906.4435589313507,1
35,SGD,0.0001,16,0.9523809523809523,0.9551962059508099,0.9550145535797165,0.9518450220519412,920.8855860233307,5
38,Adam,0.0001,16,0.9666666666666667,0.9717697577324904,0.9648159263705482,0.9667694480632649,918.252151966095,3
24,Adam,0.001,16,0.9595238095238096,0.9601309957448065,0.9621058543718642,0.9596584272767045,925.5911312103271,4
30,AdamW,0.001,16,0.9023809523809524,0.9049263402823934,0.9221490495950259,0.9038734383084011,941.920583486557,5
20,SGD,0.001,16,0.95,0.951625430585058,0.9514200337925891,0.9492613999728845,943.2252933979034,5
36,Adam,0.0001,16,0.9833333333333333,0.9817460317460318,0.9821988795518207,0.9811683660576408,942.1410729885101,1
28,AdamW,0.001,16,0.930952380952381,0.937994224648408,0.9256139505107512,0.9288428178209445,952.0096912384033,3
25,Adam,0.001,16,0.9547619047619048,0.957113434321945,0.9544578828225925,0.9546755574458694,958.4596416950226,5
58,AdamW,1e-05,16,0.9738095238095238,0.9785715871430158,0.9757194965528297,0.975121985012102,951.908655166626,3
29,AdamW,0.001,16,0.9166666666666666,0.9197358259655788,0.9242777006322969,0.9191545401534975,954.5419762134552,4
2,SGD,0.01,16,0.9761904761904762,0.9754940652497043,0.9740235169027739,0.9731080620307447,754.7926969528198,2
22,Adam,0.001,16,0.930952380952381,0.9315344487963537,0.9398766065326166,0.9305007097926075,1014.4391586780548,2
23,Adam,0.001,16,0.930952380952381,0.9362299633883485,0.9300820687497099,0.9305461663693448,1029.622793674469,3
21,Adam,0.001,16,0.9166666666666666,0.9146027068417764,0.9228204616340906,0.9112316335359237,1029.8668925762177,1
34,SGD,0.0001,16,0.9595238095238096,0.9614789870544346,0.9637478949103601,0.9621219327703326,1037.779664516449,4
26,AdamW,0.001,16,0.95,0.9460304316990469,0.9507196649318256,0.9451992481378181,1104.989760875702,1
19,SGD,0.001,16,0.9785714285714285,0.9800146145414688,0.9826285289944439,0.9802707748285978,1115.464551448822,4
1,SGD,0.01,16,0.9809523809523809,0.9773473025573864,0.9787494189595028,0.9778542198863517,1164.3642098903656,1
57,AdamW,1e-05,16,0.9666666666666667,0.9641057730907356,0.9622480011880933,0.9625202693825518,1203.7083206176758,2
15,AdamW,0.01,16,0.7023809523809523,0.7179076070249656,0.7659597179259866,0.7135281338625169,1223.0086822509766,5
18,SGD,0.001,16,0.9738095238095238,0.9766389166389166,0.9769185840614412,0.9761417194230466,1386.0378243923187,3
8,Adam,0.01,16,0.7333333333333333,0.7422499945892346,0.7601376410839327,0.7324795795763077,1447.8394725322723,3
56,AdamW,1e-05,16,0.9809523809523809,0.9782835356364769,0.9785052910052909,0.9781925681817828,1506.9327256679535,1
14,AdamW,0.01,16,0.7571428571428571,0.7665769412615108,0.7833048298041664,0.7663410930620093,1516.1027390956879,4
17,SGD,0.001,16,0.969047619047619,0.9663634645777502,0.9688587262862134,0.9667512840636947,1534.0127458572388,2

13,AdamW,0.01,16,0.6928571428571428,0.6909914744249783,0.7158259085088354,0.6685318121017408,1548.9252438545227,3
9,Adam,0.01,16,0.7357142857142858,0.7465117278288633,0.7712035110295083,0.7324134430391008,1556.2200181484222,4
11,AdamW,0.01,16,0.8166666666666667,0.808731746304819,0.8145670389189179,0.804803487190198,1571.8877863883972,1
4,SGD,0.01,16,0.9785714285714285,0.9794504167330254,0.9798492214020162,0.9791093242912953,1567.9003734588623,4
10,Adam,0.01,16,0.7333333333333333,0.7485559350831226,0.7592011578263382,0.7412810269633175,1591.805948972702,5
54,Adam,1e-05,16,0.9833333333333333,0.9844000841443297,0.9861026319359651,0.9845095285222158,1571.5020422935486,4
6,Adam,0.01,16,0.7,0.6906230406534876,0.6960816053656851,0.6848727432173947,1636.3991539478302,1
3,SGD,0.01,16,0.9833333333333333,0.9839734868306297,0.9856809293765816,0.9839470986280203,2386.266655445099,3
28,AdamW,0.1,32,0.48333333333333334,0.475739352360653,0.5314133276915232,0.46772359999554797,670.2604777812958,3
16,Adam,0.1,32,0.6071428571428571,0.5896341055593888,0.5823087286077334,0.5778975411040284,700.1258673667908,1
20,Adam,0.1,32,0.5023809523809524,0.5181947237439227,0.5726910344805483,0.4923146793807639,719.8962519168854,5
88,AdamW,0.001,32,0.9095238095238095,0.9146583172980689,0.9169265569341634,0.9109000782805633,636.8838164806366,3
18,Adam,0.1,32,0.569047619047619,0.5791293769965674,0.6127240789707429,0.5621259008382162,789.6472613811493,3
37,SGD,0.01,32,0.9857142857142858,0.985323563237097,0.983954985502973,0.984160202869065,806.4684903621674,2
81,AdamW,0.001,16,0.9642857142857143,0.9596135423866515,0.9624144979629279,0.9596893896490963,749.6869246959686,1
12,Adam,0.1,16,0.5380952380952381,0.5288133857122504,0.5496959511546522,0.5274339192397408,875.4054744243622,2
6,SGD,0.1,32,0.9095238095238095,0.9054145272175963,0.9217756988341664,0.9036906231969978,873.7758491039276,1
7,SGD,0.1,32,0.9261904761904762,0.9242154740684153,0.9279470522924747,0.9242112157866919,875.5140342712402,2

39,SGD,0.01,32,0.9833333333333333,0.9845883017238516,0.9858646452849352,0.9850846075041414,893.7129693031311,4
17,Adam,0.1,32,0.5714285714285714,0.5575327517148982,0.5708438817035193,0.5529670657627558,873.192987203598,2
48,Adam,0.01,32,0.7476190476190476,0.7536347790695617,0.7564853064814174,0.7286177922079904,893.2059378623962,3
89,AdamW,0.001,32,0.969047619047619,0.9687382692455156,0.9688460148087478,0.9677554689026677,645.7598390579224,4
119,AdamW,0.0001,32,0.9761904761904762,0.9753828900568031,0.9776101614289663,0.9757130011266566,645.4611356258392,4
54,AdamW,0.01,16,0.5357142857142857,0.5431368623482861,0.6849526473867456,0.5333539147210145,894.3625731468201,4
4,SGD,0.1,16,0.8785714285714286,0.8838729086107604,0.8869021932542308,0.8810986813281613,917.6983771324158,4
3,SGD,0.1,16,0.8666666666666667,0.8738779658344875,0.865927624167894,0.8592805094628003,926.6300957202911,3
62,SGD,0.001,16,0.9761904761904762,0.9751626812341098,0.9759839888452971,0.9749248624915238,861.3414530754089,2
41,Adam,0.01,16,0.6952380952380952,0.6850673912009315,0.7070875118053027,0.6757796015435884,943.4035670757294,1
10,SGD,0.1,32,0.9333333333333333,0.9347655404378734,0.9374816496694209,0.9341754957247569,923.7321815490723,5
49,Adam,0.01,32,0.7,0.7062894022399564,0.7200750782336459,0.6962860082862526,941.5587825775146,4
21,AdamW,0.1,16,0.19047619047619047,0.16892741489014781,0.10138996575563741,0.09823792466822281,933.5641386508942,1
55,AdamW,0.01,16,0.7333333333333333,0.7454871984004598,0.7576687275984246,0.7393975483723159,944.4061625003815,5
46,Adam,0.01,32,0.7380952380952381,0.7312781650727699,0.7432625817629247,0.7279539589371391,963.878301858902,1
96,SGD,0.0001,32,0.9666666666666667,0.9629162944639136,0.9662305092977361,0.962734025967379,870.3942334651947,1
129,SGD,1e-05,32,0.6642857142857143,0.6695099198424008,0.6817431732720429,0.6441038370471577,843.3578133583069,4
42,Adam,0.01,16,0.7285714285714285,0.7160685177845726,0.7197201702604026,0.7080920926048444,979.4462199211121,2
44,Adam,0.01,16,0.7595238095238095,0.7552499732593508,0.7658913212325144,0.7567971648214341,973.8838217258453,4
97,SGD,0.0001,32,0.95,0.9500085892943037,0.9463119038970431,0.9472480807818302,846.5845637321472,2
65,SGD,0.001,16,0.95,0.9503374164388112,0.9552066389881515,0.9491027703484072,849.6909744739532,5
38,SGD,0.01,32,0.9761904761904762,0.9788764772149866,0.9737563605984657,0.9756822097693487,984.9419965744019,3

47,Adam,0.01,32,0.7690476190476191,0.7539204671767697,0.7643852828487716,0.7538594433484691,983.7840502262115,2
127,SGD,1e-05,32,0.6523809523809524,0.6473939363092394,0.6794147519870245,0.6369369435994978,859.266149520874,2
45,Adam,0.01,16,0.7380952380952381,0.754491836383522,0.7606366213207165,0.7433329833926062,996.1044321060181,5
51,AdamW,0.01,16,0.7452380952380953,0.7401137855680543,0.7367655390253125,0.724638133375531,985.1234085559845,1
63,SGD,0.001,16,0.9666666666666667,0.9709649081077653,0.9685803323479034,0.969053206460009,907.4147596359253,3
68,SGD,0.001,32,0.9714285714285714,0.9720707863565007,0.9729750874708858,0.9713852646938357,900.8704035282135,3
139,Adam,1e-05,32,0.9857142857142858,0.9866586950985928,0.9882540777985912,0.9873117144002543,868.0933923721313,4
78,Adam,0.001,32,0.95,0.9565698024083115,0.9488886879493467,0.9507411405454638,936.3138136863708,3
76,Adam,0.001,32,0.9523809523809523,0.9522056516941426,0.9526230211012819,0.9488830655267202,885.1635639667511,1
137,Adam,1e-05,32,0.9809523809523809,0.9790146361574934,0.9770333774535457,0.9775244691664973,876.368246793747,2
95,SGD,0.0001,16,0.9595238095238096,0.9626237421826941,0.9621457582817984,0.9600203969323514,880.4222671985626,5
136,Adam,1e-05,32,0.9809523809523809,0.9782123960695388,0.980609261248359,0.9783652754747575,895.8593356609344,1
2107,Adam,0.0001,32,0.9785714285714285,0.9789484985913556,0.979333215517426,0.9786773648818112,916.7991502285004,2

102,Adam,0.0001,16,0.9785714285714285,0.9778239640708312,0.9776370941784476,0.9769893399819041,929.2191371917725,2
135,Adam,1e-05,16,0.9738095238095238,0.9740842069517017,0.9762345927977397,0.9739906950069154,904.5722405910492,5

134,Adam,1e-05,16,0.9761904761904762,0.9758581429936929,0.9801833776989057,0.9775681232448473,906.9927201271057,4
74,Adam,0.001,16,0.9380952380952381,0.9399626799584174,0.9422148155977669,0.9397721902384111,918.2141015529633,4
121,SGD,1e-05,16,0.7690476190476191,0.7755174631590416,0.7977885729332761,0.7594345724439342,908.8688628673553,1
132,Adam,1e-05,16,0.9833333333333333,0.983279564350993,0.9831589094110317,0.9825860857379912,920.5409033298492,2
149,AdamW,1e-05,32,0.9785714285714285,0.9803251735476799,0.9821040314461366,0.9801895099164829,913.419429063797,4
75,Adam,0.001,16,0.9428571428571428,0.9465593261705827,0.9450245558330017,0.9438975346274234,915.1801710128784,5
118,AdamW,0.0001,32,0.9785714285714285,0.9820779220779221,0.9815616482283149,0.9800800436182496,921.8734827041626,3
131,Adam,1e-05,16,0.9809523809523809,0.9780567782668622,0.980022564581388,0.9785071504065483,917.3514375686646,1
98,SGD,0.0001,32,0.9547619047619048,0.958130675397756,0.9586060847996057,0.9576225750677438,954.0904653072357,3
124,SGD,1e-05,16,0.7571428571428571,0.7713451939112639,0.7840970244839973,0.7485154494029079,920.4812860488892,4
59,AdamW,0.01,32,0.7642857142857142,0.7644434413743878,0.7592766833729591,0.757265476246471,931.1097958087921,4
93,SGD,0.0001,16,0.9571428571428572,0.9607072292786578,0.9578280499905212,0.9578453606736061,928.9669470787048,3
50,Adam,0.01,32,0.6833333333333333,0.6998491975437054,0.7286561997258341,0.6891548978047675,1050.9836194515228,5
114,AdamW,0.0001,16,0.9666666666666667,0.9679800696446049,0.9687719263950791,0.9672948258603521,926.9943056106567,4
73,Adam,0.001,16,0.9119047619047619,0.9155074514857123,0.9164488808787055,0.9131391971265395,930.0164527893066,3

142,AdamW,1e-05,16,0.9642857142857143,0.9627250395107538,0.9618053249519843,0.9616267579515049,936.5728294849396,2
90,AdamW,0.001,32,0.9619047619047619,0.963144851850856,0.9629787641504913,0.9623338645994821,911.2303512096405,5
113,AdamW,0.0001,16,0.9738095238095238,0.9750314236028521,0.9725012025012025,0.9727658140674975,955.8926229476929,3
8,AdamW,0.01,32,0.8238095238095238,0.8316261549043793,0.8278044695931807,0.815557508055805,1199.797555923462,3

83,AdamW,0.001,16,0.9595238095238096,0.9625957209342301,0.9598223559277088,0.9593983635268122,1172.638602733612,3
43,Adam,0.01,16,0.7738095238095238,0.7815261427702057,0.770361363456906,0.7633290701235536,1211.8860676288605,3
79,Adam,0.001,32,0.9428571428571428,0.9414192556519922,0.9528485061284452,0.9450943435178798,1121.0105414390564,4
56,AdamW,0.01,32,0.7619047619047619,0.7531164474731032,0.7821035680629517,0.7471886833349252,1024.55242395401,1
108,Adam,0.0001,32,0.9571428571428572,0.9589972725687013,0.9589972285210381,0.9553695311172102,1036.1921999454498,3
66,SGD,0.001,32,0.9833333333333333,0.9807256235827664,0.983440545808967,0.980873474726335,1037.948635339737,1
22,AdamW,0.1,16,0.3357142857142857,0.31398847417754977,0.20786118110098414,0.2290206696051445,1209.223791360855,2
57,AdamW,0.01,32,0.7452380952380953,0.7296952406693672,0.7741994230961039,0.7345002735632691,1422.7608444690704,2
2,SGD,0.1,16,0.8476190476190476,0.8382078589011362,0.8372062364564348,0.8350850440424062,1527.700595855713,2
1,SGD,0.1,16,0.9119047619047619,0.9042023287136548,0.9107378272975841,0.9047516325385029,1542.5360634326935,1
27,AdamW,0.1,32,0.5047619047619047,0.5007977816325893,0.6206671465924297,0.48560369891460214,1492.7392573356628,2
23,AdamW,0.1,16,0.08095238095238096,0.11249999999999999,0.04356548106548107,0.04243867319184402,1530.2617542743683,3
26,AdamW,0.1,32,0.48095238095238096,0.467970890990316,0.49402438450279035,0.4101738751038139,1524.2319719791412,1
69,SGD,0.001,32,0.9833333333333333,0.9845883017238516,0.9849787558120892,0.9846111650750285,1441.94495844841,4
14,Adam,0.1,16,0.3880952380952381,0.4060977209144302,0.3970600390394968,0.36118684550983887,1557.7467494010925,4
106,Adam,0.0001,32,0.9619047619047619,0.9569154231741004,0.9588008928463325,0.9573365258999086,1434.3382499217987,1
13,Adam,0.1,16,0.580952380952381,0.5742461121133026,0.5943991130578924,0.5639538437991047,1565.5665724277496,3
52,AdamW,0.01,16,0.7785714285714286,0.7639243273066801,0.7861535111802834,0.7622749852727065,1533.4574227333069,2
31,SGD,0.01,16,0.9833333333333333,0.9805700057800897,0.9840225563909775,0.9809773998524429,1561.8901991844177,1
53,AdamW,0.01,16,0.7523809523809524,0.7579821264001022,0.7679290952741937,0.7527485363281554,1557.165950536728,3
33,SGD,0.01,16,0.9857142857142858,0.9857436611008039,0.9847060833902939,0.9845371204247397,1575.4495642185211,3
64,SGD,0.001,16,0.9809523809523809,0.9821132405531382,0.9844444444444443,0.9830246483347258,1506.3697407245636,4
61,SGD,0.001,16,0.9738095238095238,0.9681739362411632,0.971990351696234,0.9691981078688954,1491.3893115520477,1
30,AdamW,0.1,32,0.4666666666666667,0.4805153697133647,0.5649173352495611,0.43265436132329343,1608.893874168396,5
94,SGD,0.0001,16,0.9666666666666667,0.9677618346416301,0.9695172169292253,0.967732749813138,1505.6006333827972,4
36,SGD,0.01,32,0.9785714285714285,0.9742207994308834,0.9764449112978526,0.9750341236714783,1605.529373884201,1
103,Adam,0.0001,16,0.9428571428571428,0.9423452703266367,0.9505966544323824,0.9410752474232602,1527.3549678325653,3
70,SGD,0.001,32,0.95,0.9539136185875317,0.9547065800408877,0.9524524325885382,1559.8842568397522,5
35,SGD,0.01,16,0.9642857142857143,0.9665332960881615,0.9641716583258416,0.9634239952741556,1691.3720836639404,5
141,AdamW,1e-05,16,0.9714285714285714,0.9655995731625983,0.9671245457247226,0.9660077491113096,1562.6401879787445,1
34,SGD,0.01,16,0.9666666666666667,0.9681921978277478,0.9699207393258698,0.9679868829430094,1722.4759595394135,4
140,Adam,1e-05,32,0.969047619047619,0.9716712127685212,0.9724697930702071,0.9706323862767154,1594.911615371704,5
32,SGD,0.01,16,0.9761904761904762,0.9750524851088761,0.9733367239669761,0.9739068149424588,1467.6814510822296,2
109,Adam,0.0001,32,0.9738095238095238,0.9758172651288594,0.9743418011326913,0.9738377898892926,1474.83593416214,4
72,Adam,0.001,16,0.9380952380952381,0.9408878096693223,0.9374618095288056,0.937129874530058,1493.4723715782166,2
60,AdamW,0.01,32,0.7738095238095238,0.7845333828852409,0.779476136615308,0.7694926339460373,2004.6343386173248,5
8,SGD,0.1,32,0.9476190476190476,0.9540330896386797,0.9487483534697158,0.9489287504944448,2023.802927494049,3
25,AdamW,0.1,16,0.3619047619047619,0.35413597713777506,0.43777194619557214,0.32473278053054805,2109.2634131908417,5
9,SGD,0.1,32,0.9523809523809523,0.9526673665761477,0.9543844704869551,0.9526912833431002,2328.941733598709,4
19,Adam,0.1,32,0.5666666666666667,0.5733424160065252,0.6377232641445283,0.5728251187105495,2344.830941438675,4
5,SGD,0.1,16,0.830952380952381,0.8416939490433009,0.8352145939225851,0.8349563952233813,4690.674876451492,5
